TCGA.3C.AALI.01A.11R.A41G.13	TCGA.A1.A0SQ.01A.21R.A143.13	TCGA.A2.A0CL.01A.11R.A114.13	TCGA.A2.A0D3.01A.11R.A114.13	TCGA.A2.A259.01A.11R.A16E.13	TCGA.A2.A1FX.01A.11R.A13P.13	TCGA.A1.A0SD.01A.11R.A114.13	TCGA.A2.A1FV.01A.11R.A13P.13	TCGA.A2.A0CS.01A.11R.A114.13	TCGA.A1.A0SB.01A.11R.A143.13	TCGA.3C.AAAU.01A.11R.A41G.13	TCGA.A2.A0ES.01A.11R.A114.13	TCGA.A2.A0CO.01A.13R.A22I.13	TCGA.A2.A25A.01A.12R.A16E.13	TCGA.A2.A0CK.01A.11R.A22I.13	TCGA.5L.AAT1.01A.12R.A41G.13	TCGA.A2.A1G4.01A.11R.A13P.13	TCGA.A2.A0CV.01A.31R.A114.13	TCGA.A2.A1FZ.01A.51R.A14C.13	TCGA.3C.AALK.01A.11R.A41G.13	TCGA.A2.A3KD.01A.12R.A214.13	TCGA.A2.A1FW.01A.11R.A13P.13	TCGA.A2.A0CW.01A.21R.A114.13	TCGA.A2.A04U.01A.11R.A114.13	TCGA.A2.A0CR.01A.11R.A22I.13	TCGA.A2.A25D.01A.12R.A16E.13	TCGA.A2.A25B.01A.11R.A168.13	TCGA.A2.A0EP.01A.52R.A22V.13	TCGA.A2.A0T3.01A.21R.A114.13	TCGA.4H.AAAK.01A.12R.A41G.13	TCGA.A2.A0EW.01A.21R.A114.13	TCGA.A2.A3XS.01A.11R.A22V.13	TCGA.A1.A0SG.01A.11R.A143.13	TCGA.3C.AALJ.01A.31R.A41G.13	TCGA.A2.A1G6.01A.11R.A13P.13	TCGA.A1.A0SI.01A.11R.A143.13	TCGA.5T.A9QA.01A.11R.A41G.13	TCGA.A2.A1G0.01A.11R.A13P.13	TCGA.A2.A04W.01A.31R.A114.13	TCGA.A2.A3XT.01A.11R.A22V.13	TCGA.A2.A25C.01A.11R.A168.13	TCGA.A1.A0SF.01A.11R.A143.13	TCGA.A2.A3KC.01A.11R.A214.13	TCGA.5L.AAT0.01A.12R.A41G.13	TCGA.A2.A1G1.01A.21R.A13P.13	TCGA.A2.A25E.01A.11R.A168.13	TCGA.A1.A0SN.01A.11R.A143.13	TCGA.A2.A04N.01A.11R.A114.13	TCGA.A2.A25F.01A.11R.A168.13
hsa-miR-18a-3p|MIMAT0002891	0.471927	0.617546	1.48827	1.912631	0.980469	0.320729	0.243511	0.775916	NA	1.672569	1.593539	0.642266	0.135939	0.147232	0.446991	0.4734	3.2732	0.881589	0.863571	0.31622	0.37805	2.77264	0.422885	1.127679	0.564596	1.009377	1.868931	0.78236	1.41222	0.324344	NA	8.996284	NA	1.206058	0.815074	NA	1.925889	0.285507	0.81897	3.341971	1.090896	0.127872	0.268444	0.273356	10.709569	6.796016	0.275384	0.377083	3.952671
hsa-miR-19a-5p|MIMAT0004490	NA	NA	NA	NA	NA	NA	NA	0.387958	NA	NA	0.093738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097795	0.282444	NA	NA	0.415212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382485	NA	NA	NA	NA
hsa-miR-19a-3p|MIMAT0000073	12.112761	1.852638	16.370962	17.59621	1.960938	27.903388	7.792346	11.638747	7.979893	53.104079	18.934984	10.597375	11.146964	3.680788	29.054438	14.675405	58.372084	9.917874	15.54427	16.12725	14.365923	15.879665	13.363169	51.121439	23.289604	9.757309	9.344653	34.912781	29.656612	12.64941	8.288627	131.207367	6.256451	17.761931	26.89742	9.076132	29.988843	9.70723	9.008681	98.588183	2.181791	15.216759	12.885355	20.365015	51.635409	10.194026	10.189203	3.770833	1.976336
hsa-miR-19b-1-5p|MIMAT0004491	5.033875	2.470183	4.167154	8.415579	0.980469	3.528015	2.435108	3.491624	1.063985	33.869529	7.499004	4.816988	4.621913	1.619547	9.535815	4.970702	6.546401	4.628342	4.317853	7.905514	6.804911	11.342618	8.880587	6.014287	5.645964	3.02813	6.229769	6.161079	11.297757	6.81122	6.907189	30.310563	3.475807	8.003832	9.373344	2.062757	10.454826	4.568108	1.637942	20.051834	1.090896	4.347646	7.11379	7.790644	9.562114	2.548507	4.681526	1.13125	4.940838
hsa-miR-19b-3p|MIMAT0000074	46.091418	29.024655	75.604082	104.429693	40.199231	76.012677	46.754075	112.895847	60.381203	408.525083	110.235353	83.173332	46.083182	50.058716	132.309444	70.891676	758.29156	56.421692	62.177079	87.751211	77.689401	210.972697	49.815862	193.208968	67.469279	58.880311	63.543643	125.275268	134.725745	96.492288	66.309012	391.684442	67.430648	87.274664	181.353812	47.030866	146.09244	157.02872	35.488746	275.37852	34.90866	69.050839	67.916565	103.875243	506.791972	70.508682	44.336801	20.739581	33.597701
hsa-miR-19b-2-5p|MIMAT0004492	NA	NA	NA	NA	NA	0.320729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375893	NA	NA	NA	0.097795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-20a-5p|MIMAT0000075	145.195827	31.494838	136.325468	130.058959	51.96486	179.928742	57.712062	121.042971	69.691078	325.732899	232.1879	110.469595	130.365106	75.382536	301.123183	241.55244	279.313151	70.74751	95.280616	348.158861	210.385165	210.468582	499.342709	357.098287	134.232811	126.508556	170.07269	228.44889	250.245304	325.154681	91.174893	900.73581	101.493552	593.489641	143.045367	46.618314	413.515889	104.495478	52.141157	732.560334	69.817319	93.73012	286.430723	369.577183	299.485371	107.037276	71.599803	26.39583	172.929345
hsa-miR-20a-3p|MIMAT0004493	1.887704	0.617546	7.441348	8.798106	1.960938	2.565829	3.409152	12.026705	3.989946	28.851823	6.467891	7.064916	0.271878	2.208473	3.277937	2.958751	43.097146	4.407944	3.742139	2.687875	2.268303	23.945528	2.875618	14.659825	0.988043	5.719802	9.344653	2.836053	15.251972	6.973392	3.453595	14.117247	3.475806	2.85068	7.33566	2.887859	4.677159	9.707231	1.637942	12.0311	NA	4.603389	2.147559	4.100339	40.925843	11.89303	3.57999	1.131249	0.988168
hsa-miR-21-5p|MIMAT0000076	337181.520906	96970.134872	295587.251724	225251.788401	37338.222603	326068.082346	289727.448097	105341.913415	295771.613267	62412.346906	188610.532137	119890.339664	219616.808159	99361.103559	277191.863145	351492.056756	154468.901305	222340.257184	210524.967407	346059.630665	290304.11714	252066.751053	302518.28914	234318.87449	217449.249126	157138.430307	128131.393304	369051.649598	215914.810402	413671.027147	182408.495297	312935.247225	173379.49204	448697.683312	88629.034461	285993.877732	299961.61978	188524.969281	252041.080678	348895.895892	58482.913306	249914.933207	429973.324627	255451.092601	196859.419741	58520.506981	479444.936318	146482.529354	103850.494186
hsa-miR-21-3p|MIMAT0004494	2714.831625	610.135286	6117.382183	2164.334084	344.144639	1075.402973	2561.246621	1682.186935	1769.142694	1159.090622	2272.198087	1989.094983	2767.437764	1000.438165	2002.074337	1498.074856	2176.678655	3652.86377	1841.132387	1603.55457	2239.760829	5446.725232	1863.908305	1873.07449	2190.352005	4614.534152	1696.989031	2646.427819	4259.53658	1593.50119	6934.817552	2278.413174	3334.688895	2302.47228	932.036337	2385.37257	1588.858455	1808.114331	2423.608421	3846.275952	826.898869	1610.419006	1323.030771	1249.919875	3191.450711	1738.930984	23256.992343	2780.612187	1209.51724
hsa-miR-22-5p|MIMAT0004495	22.652437	3.08773	25.895886	26.394318	6.863283	7.056031	33.360979	8.535081	45.4854	17.980121	12.373357	21.194749	14.001675	4.564178	15.942692	25.445259	48.552479	10.579066	27.634257	23.242212	9.829315	15.12349	11.756205	40.220544	12.985718	9.757309	24.919076	62.393147	29.939055	28.542256	20.721566	30.587373	20.159679	22.147591	5.297977	23.515433	33.01524	10.849257	58.965917	27.73837	21.817912	10.357626	13.019577	16.67471	81.086715	17.839545	16.798415	4.525	23.716025
hsa-miR-22-3p|MIMAT0000077	65259.625241	30576.54697	71331.855185	74924.670998	29748.411641	68621.165331	83780.622093	30902.037826	116512.051765	43796.230863	50095.874764	74407.373977	50346.48707	23156.131369	45196.936203	93003.370253	46176.137487	55871.580701	122422.637756	79296.579964	66659.584521	30235.134995	85565.045941	75957.812785	43515.143747	27396.167934	59331.072341	137679.866828	50873.231832	83320.359581	102957.174737	81071.067335	98764.350736	73280.894714	66880.840765	101441.45482	81866.791757	38018.937092	135346.71004	118786.730365	68149.339246	46535.406137	81677.855895	48440.716417	75159.35261	56142.750347	64324.710608	96773.147446	159793.631061
hsa-miR-23a-5p|MIMAT0004496	0.943852	1.852638	5.357769	4.207789	0.980469	0.320729	2.92213	NA	2.393968	3.345139	4.405667	11.881904	2.039079	NA	1.489971	0.59175	12.547269	17.63178	6.620708	0.790552	1.134152	NA	1.437809	3.007144	0.564596	1.009377	4.983816	3.129437	3.389328	1.297375	11.742221	1.937662	2.085483	1.754266	0.815073	2.475308	2.476143	2.855069	3.548875	2.005184	22.908808	1.406591	0.402667	0.68339	6.502238	23.786061	NA	NA	16.79885
